"AGE","SEX","RACE","MARST","EDUC","MINUTES","EDUCNUM"
65,"Female","White","Married","Advanced Degree",70,4
65,"Male","White","Married","Advanced Degree",70,4
36,"Female","White","Widowed","Some College",20,2
44,"Male","Black","Married","Some College",40,2
50,"Female","Black","Married","Four Year Degree",40,3
29,"Male","Black","Single","Some College",40,2
69,"Female","White","Separated/Divorced","Some College",40,2
65,"Female","Black","Married","Advanced Degree",40,4
56,"Male","White","Married","Four Year Degree",40,3
41,"Male","White","Married","Advanced Degree",40,4
41,"Female","White","Married","Four Year Degree",25,3
32,"Female","Black","Single","Some College",40,2
26,"Male","White","Single","Advanced Degree",40,4
71,"Male","White","Married","Advanced Degree",10,4
37,"Male","White","Married","Some College",55,2
56,"Female","White","Separated/Divorced","Four Year Degree",50,3
67,"Female","White","Married","Some College",16,2
30,"Female","White","Married","High School Degree",40,1
29,"Male","White","Single","Some College",40,2
63,"Female","Black","Widowed","Some College",16,2
46,"Female","Black","Separated/Divorced","Some College",40,2
52,"Male","White","Married","Some College",40,2
26,"Male","Black","Single","Some College",40,2
30,"Female","Black","Single","High School Degree",40,1
47,"Female","Black","Separated/Divorced","Four Year Degree",40,3
53,"Female","White","Married","Four Year Degree",28,3
32,"Female","White","Single","Advanced Degree",43,4
58,"Male","Black","Married","Some College",35,2
71,"Male","Black","Married","Advanced Degree",20,4
51,"Female","White","Separated/Divorced","Four Year Degree",60,3
30,"Female","Black","Single","Some College",40,2
55,"Female","Black","Single","Four Year Degree",40,3
45,"Female","Black","Married","Four Year Degree",50,3
52,"Female","White","Separated/Divorced","High School Degree",35,1
51,"Male","White","Married","Some College",50,2
50,"Female","White","Married","Four Year Degree",38,3
26,"Female","Black","Single","Some College",40,2
46,"Male","Black","Single","Some College",55,2
41,"Male","White","Married","Some College",50,2
39,"Female","White","Married","Some College",50,2
41,"Female","Black","Separated/Divorced","High School Degree",40,1
39,"Female","White","Married","Some College",44,2
45,"Male","White","Married","Some College",40,2
40,"Male","Black","Separated/Divorced","Some College",40,2
57,"Male","Black","Married","Some College",40,2
60,"Female","Black","Married","Some College",40,2
37,"Female","Black","Single","Some College",40,2
41,"Male","Black","Married","Advanced Degree",40,4
43,"Female","Black","Married","Four Year Degree",40,3
39,"Female","Black","Single","Some College",35,2
36,"Female","White","Single","Advanced Degree",40,4
45,"Male","Black","Single","Some College",40,2
64,"Male","White","Separated/Divorced","Some College",30,2
52,"Male","Black","Separated/Divorced","Some College",32,2
34,"Male","White","Married","Some College",20,2
34,"Female","White","Married","Some College",40,2
58,"Male","White","Married","Four Year Degree",50,3
55,"Female","Black","Separated/Divorced","Four Year Degree",49,3
43,"Male","White","Married","Four Year Degree",60,3
32,"Female","Black","Single","Four Year Degree",30,3
49,"Female","White","Married","Some College",45,2
55,"Male","White","Married","Some College",88,2
56,"Female","White","Married","High School Degree",32,1
51,"Male","White","Married","Some College",44,2
50,"Female","White","Married","Some College",36,2
70,"Female","White","Married","Four Year Degree",40,3
36,"Male","White","Married","Some College",40,2
53,"Female","Black","Single","High School Degree",40,1
38,"Male","White","Separated/Divorced","Four Year Degree",40,3
43,"Male","White","Married","Four Year Degree",45,3
56,"Female","Black","Separated/Divorced","High School Degree",35,1
34,"Female","Black","Single","Four Year Degree",40,3
39,"Male","White","Married","Some College",50,2
38,"Male","White","Married","Advanced Degree",50,4
37,"Female","White","Married","Advanced Degree",50,4
56,"Male","White","Married","Some College",40,2
50,"Female","White","Married","Four Year Degree",40,3
51,"Female","Black","Married","Some College",40,2
37,"Female","Black","Separated/Divorced","Four Year Degree",40,3
37,"Female","Black","Single","Some College",35,2
32,"Male","Black","Single","Some College",35,2
62,"Male","White","Married","Some College",28,2
59,"Female","White","Married","High School Degree",28,1
38,"Female","Black","Separated/Divorced","Some College",40,2
38,"Male","White","Married","Four Year Degree",80,3
55,"Female","White","Separated/Divorced","Four Year Degree",40,3
25,"Female","Black","Single","Some College",11,2
52,"Female","White","Separated/Divorced","Some College",40,2
41,"Female","Black","Single","Some College",12,2
46,"Female","Black","Married","Some College",38,2
60,"Female","Black","Single","Four Year Degree",40,3
60,"Male","Black","Married","Some College",40,2
85,"Male","White","Married","Some College",20,2
25,"Female","Black","Single","Four Year Degree",40,3
27,"Female","Black","Single","High School Degree",30,1
37,"Female","Black","Married","Some College",60,2
25,"Female","Black","Single","Some College",40,2
47,"Male","White","Married","Some College",40,2
52,"Female","Black","Separated/Divorced","High School Degree",23,1
36,"Male","Black","Single","High School Degree",40,1
46,"Female","Black","Separated/Divorced","Some College",40,2
54,"Male","Black","Married","Some College",40,2
49,"Female","Black","Married","Some College",36,2
29,"Male","White","Single","High School Degree",40,1
58,"Female","Black","Married","High School Degree",35,1
58,"Male","Black","Single","Some College",40,2
51,"Male","Black","Single","High School Degree",40,1
31,"Female","Black","Single","High School Degree",33,1
25,"Female","Black","Separated/Divorced","High School Degree",40,1
69,"Male","Black","Separated/Divorced","High School Degree",40,1
39,"Male","White","Married","Some College",40,2
36,"Female","White","Married","Some College",40,2
39,"Male","White","Widowed","Some College",66,2
46,"Female","White","Separated/Divorced","Some College",40,2
54,"Male","White","Separated/Divorced","Some College",40,2
36,"Male","White","Married","Four Year Degree",40,3
42,"Male","White","Married","High School Degree",40,1
62,"Female","White","Married","Four Year Degree",80,3
32,"Male","White","Single","Some College",40,2
32,"Male","White","Single","Some College",20,2
47,"Male","White","Married","Some College",44,2
44,"Female","White","Married","Some College",44,2
57,"Female","White","Married","Advanced Degree",40,4
57,"Male","White","Married","Some College",40,2
46,"Male","White","Married","Some College",40,2
28,"Male","White","Married","Four Year Degree",20,3
68,"Male","White","Separated/Divorced","Some College",40,2
62,"Female","White","Separated/Divorced","Advanced Degree",40,4
41,"Female","White","Married","Some College",30,2
44,"Male","White","Married","Some College",40,2
57,"Male","Other","Married","Advanced Degree",46,4
28,"Female","Other","Single","Four Year Degree",40,3
65,"Male","White","Married","Four Year Degree",24,3
68,"Male","White","Married","High School Degree",50,1
62,"Female","White","Married","Some College",40,2
55,"Male","White","Separated/Divorced","Some College",40,2
48,"Male","White","Married","Some College",50,2
35,"Female","White","Married","Some College",60,2
44,"Male","Black","Married","Some College",70,2
65,"Male","White","Married","High School Degree",50,1
65,"Female","White","Married","Some College",70,2
54,"Female","White","Widowed","Some College",40,2
30,"Female","White","Single","Some College",20,2
43,"Male","White","Married","Advanced Degree",50,4
51,"Female","White","Married","Advanced Degree",60,4
52,"Female","White","Separated/Divorced","Some College",45,2
48,"Female","White","Married","Some College",36,2
26,"Male","White","Single","Some College",60,2
48,"Male","Other","Married","Four Year Degree",37,3
45,"Female","White","Married","Some College",37,2
38,"Female","White","Separated/Divorced","Some College",40,2
46,"Male","Black","Married","Some College",40,2
45,"Female","Black","Married","Some College",40,2
43,"Female","White","Separated/Divorced","Some College",36,2
28,"Male","Black","Single","Some College",16,2
64,"Male","Black","Widowed","Some College",40,2
41,"Female","Black","Single","Some College",40,2
49,"Female","White","Separated/Divorced","Some College",40,2
28,"Male","White","Married","Some College",80,2
31,"Female","White","Married","Four Year Degree",40,3
37,"Male","White","Married","Some College",40,2
35,"Female","White","Married","Some College",40,2
29,"Female","White","Separated/Divorced","Some College",40,2
42,"Male","White","Married","Advanced Degree",50,4
37,"Female","White","Married","Some College",30,2
62,"Female","Other","Married","Some College",40,2
55,"Male","White","Married","Four Year Degree",40,3
46,"Female","White","Married","Four Year Degree",45,3
48,"Male","White","Married","Some College",50,2
32,"Female","White","Single","Some College",40,2
54,"Female","White","Widowed","High School Degree",32,1
62,"Female","Black","Married","Some College",8,2
58,"Female","White","Married","Four Year Degree",32,3
57,"Female","White","Married","Some College",40,2
59,"Male","White","Married","Some College",40,2
42,"Male","White","Married","Some College",65,2
38,"Female","White","Married","Some College",40,2
43,"Male","White","Married","High School Degree",40,1
37,"Male","White","Married","High School Degree",62,1
35,"Female","White","Married","Some College",40,2
36,"Male","White","Married","Four Year Degree",40,3
43,"Female","White","Separated/Divorced","Some College",40,2
32,"Male","White","Married","High School Degree",40,1
62,"Female","White","Married","Some College",40,2
49,"Female","White","Married","Advanced Degree",40,4
35,"Male","White","Married","Some College",60,2
34,"Female","White","Married","Some College",55,2
48,"Female","Black","Single","Some College",40,2
36,"Female","Black","Single","High School Degree",40,1
53,"Female","Black","Single","Four Year Degree",40,3
35,"Female","Black","Married","Some College",40,2
37,"Male","Other","Married","High School Degree",40,1
70,"Male","White","Married","Some College",40,2
59,"Female","Black","Married","High School Degree",40,1
64,"Female","Black","Married","High School Degree",25,1
40,"Male","Asian/Pacific Islander","Married","Four Year Degree",40,3
44,"Female","Asian/Pacific Islander","Married","Advanced Degree",40,4
30,"Male","Asian/Pacific Islander","Married","Some College",40,2
44,"Female","Black","Single","Four Year Degree",40,3
32,"Female","Black","Single","Four Year Degree",40,3
27,"Male","White","Single","High School Degree",70,1
42,"Male","White","Married","Some College",40,2
40,"Female","Black","Separated/Divorced","Some College",40,2
73,"Male","White","Married","Four Year Degree",80,3
29,"Female","Black","Married","Four Year Degree",40,3
30,"Male","Black","Married","Some College",50,2
71,"Female","White","Married","Four Year Degree",40,3
71,"Male","White","Married","Four Year Degree",40,3
53,"Female","White","Married","Some College",40,2
52,"Female","Black","Married","Some College",40,2
54,"Male","Black","Married","Some College",40,2
36,"Male","Black","Married","Some College",40,2
49,"Female","Black","Married","Some College",39,2
43,"Female","White","Separated/Divorced","High School Degree",40,1
40,"Male","White","Married","Some College",60,2
42,"Female","Black","Married","Some College",40,2
54,"Male","Black","Married","Some College",40,2
27,"Female","White","Separated/Divorced","Four Year Degree",40,3
69,"Male","Black","Separated/Divorced","Four Year Degree",40,3
40,"Female","White","Married","Advanced Degree",50,4
53,"Female","Black","Separated/Divorced","Some College",20,2
37,"Female","Black","Married","Four Year Degree",40,3
39,"Male","Black","Married","Four Year Degree",40,3
38,"Female","Black","Separated/Divorced","Some College",40,2
47,"Female","Black","Married","Some College",40,2
